// Big Pet Pack by Najara

1001,Scorpion,Scorpion,12105,30000,0,528,10,20,50,100,50,20,10000,120,1,0,10000,10000,800,{},{}

1004,Hornet,Hornet,12105,30001,0,528,10,20,50,100,50,20,10000,120,1,0,10000,10000,800,{},{}

1005,Familiar,Familiar,12105,30002,0,528,10,20,50,100,50,20,10000,120,1,0,10000,10000,800,{},{}

1007,Fabre,Fabre,12105,30003,0,528,10,20,50,100,50,20,10000,120,1,0,10000,10000,800,{},{}

//1008,Pupa,Pupa,12105,30004,0,528,10,20,50,100,50,20,10000,120,1,0,10000,10000,800,{},{}

1009,Condor,Condor,12105,30005,0,528,10,20,50,100,50,20,10000,120,1,0,10000,10000,800,{},{}

1010,Willow,Willow,12105,30006,0,528,10,20,50,100,50,20,10000,120,1,0,10000,10000,800,{},{}

1012,Roda Frog,Roda Frog,12105,30007,0,528,10,20,50,100,50,20,10000,120,1,0,10000,10000,800,{},{}

1013,Wolf,Wolf,12105,30008,0,528,10,20,50,100,50,20,10000,120,1,0,10000,10000,800,{},{}

1015,Zombie,Zombie,12105,30009,0,528,10,20,50,100,50,20,10000,120,1,0,10000,10000,800,{},{}

1016,Archer Skeleton,Archer Skeleton,12105,30010,0,528,10,20,50,100,50,20,10000,120,1,0,10000,10000,800,{},{}

1018,Creamy,Creamy,12105,30011,0,528,10,20,50,100,50,20,10000,120,1,0,10000,10000,800,{},{}

//1020,Mandragora,Mandragora,12105,30012,0,528,10,20,50,100,50,20,10000,120,1,0,10000,10000,800,{},{}

1024,Wormtail,Wormtail,12105,30013,0,528,10,20,50,100,50,20,10000,120,1,0,10000,10000,800,{},{}

1025,Boa,Boa,12105,30014,0,528,10,20,50,100,50,20,10000,120,1,0,10000,10000,800,{},{}

1028,Soldier Skeleton,Soldier Skeleton,12105,30015,0,528,10,20,50,100,50,20,10000,120,1,0,10000,10000,800,{},{}

1030,Anacondaq,Anacondaq,12105,30016,0,528,10,20,50,100,50,20,10000,120,1,0,10000,10000,800,{},{}

1032,Verit,Verit,12105,30017,0,528,10,20,50,100,50,20,10000,120,1,0,10000,10000,800,{},{}

1033,Elder Willow,Elder Willow,12105,30018,0,528,10,20,50,100,50,20,10000,120,1,0,10000,10000,800,{},{}

1034,Thara Frog,Thara Frog,12105,30019,0,528,10,20,50,100,50,20,10000,120,1,0,10000,10000,800,{},{}

1036,Ghoul,Ghoul,12105,30020,0,528,10,20,50,100,50,20,10000,120,1,0,10000,10000,800,{},{}

1037,Side Winder,Side Winder,12105,30021,0,528,10,20,50,100,50,20,10000,120,1,0,10000,10000,800,{},{}

1038,Osiris,Osiris,20317,30022,0,528,10,20,50,100,50,20,10000,120,1,0,10000,10000,800,{},{}

1039,Baphomet,Baphomet,12105,30023,0,528,10,20,50,100,50,20,10000,120,1,0,10000,10000,800,{},{}

1040,Golem,Golem,12105,30024,0,528,10,20,50,100,50,20,10000,120,1,0,10000,10000,800,{},{}

1041,Mummy,Mummy,12105,30025,0,528,10,20,50,100,50,20,10000,120,1,0,10000,10000,800,{},{}

1044,Obeaune,Obeaune,12105,30026,0,528,10,20,50,100,50,20,10000,120,1,0,10000,10000,800,{},{}

1045,Marc,Marc,12105,30027,0,528,10,20,50,100,50,20,10000,120,1,0,10000,10000,800,{},{}

1046,Doppelganger,Doppelganger,12105,30028,0,528,10,20,50,100,50,20,10000,120,1,0,10000,10000,800,{},{}

//1047,Peco Peco Egg,Peco Peco Egg,12105,30029,0,528,10,20,50,100,50,20,10000,120,1,0,10000,10000,800,{},{}

//1048,Thief Bug Egg,Thief Bug Egg,12105,30030,0,528,10,20,50,100,50,20,10000,120,1,0,10000,10000,800,{},{}

1051,Thief Bug,Thief Bug,12105,30031,0,528,10,20,50,100,50,20,10000,120,1,0,10000,10000,800,{},{}

1053,Thief Bug Female,Thief Bug Female,12105,30032,0,528,10,20,50,100,50,20,10000,120,1,0,10000,10000,800,{},{}

1054,Thief Bug Male,Thief Bug Male,12105,30033,0,528,10,20,50,100,50,20,10000,120,1,0,10000,10000,800,{},{}

1055,Muka,Muka,12105,30034,0,528,10,20,50,100,50,20,10000,120,1,0,10000,10000,800,{},{}

1058,Metaller,Metaller,12105,30035,0,528,10,20,50,100,50,20,10000,120,1,0,10000,10000,800,{},{}

1059,Mistress,Mistress,12105,30036,0,528,10,20,50,100,50,20,10000,120,1,0,10000,10000,800,{},{}

1060,Bigfoot,Bigfoot,12105,30037,0,528,10,20,50,100,50,20,10000,120,1,0,10000,10000,800,{},{}

1061,Nightmare,Nightmare,12105,30038,0,528,10,20,50,100,50,20,10000,120,1,0,10000,10000,800,{},{}

1062,Santa Poring,Santa Poring,12105,30039,0,528,10,20,50,100,50,20,10000,120,1,0,10000,10000,800,{},{}

1064,Megalodon,Megalodon,12105,30040,0,528,10,20,50,100,50,20,10000,120,1,0,10000,10000,800,{},{}

//1065,Strouf,Strouf,12105,30041,0,528,10,20,50,100,50,20,10000,120,1,0,10000,10000,800,{},{}

1066,Vadon,Vadon,12105,30042,0,528,10,20,50,100,50,20,10000,120,1,0,10000,10000,800,{},{}

